Unnamed: 0,type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),name,desc,is_curve,speed,add_curve,remove_curve
2660,T,37.0052875,-86.3615081,506.7,352.7,6.0,2.467,5.91,,,True,30,False,False
2661,T,37.0053003,-86.3615095,507.0,355.0,6.0,2.467,4.68,,,True,30,False,False
2662,T,37.0053153,-86.3615135,507.3,348.0,6.1,2.468,5.59,,,True,30,False,False
2663,T,37.0053282,-86.3615162,507.6,350.5,6.0,2.469,4.76,,,True,29,False,False
2664,T,37.0053431,-86.3615202,507.9,347.9,6.0,2.47,5.55,,,True,29,False,False
2665,T,37.0053571,-86.3615229,508.2,351.2,6.0,2.471,5.16,,,True,29,False,False
2666,T,37.0053721,-86.3615269,508.6,348.0,6.0,2.472,5.59,,,True,28,False,False
2667,T,37.0053828,-86.3615323,508.9,338.0,8.1,2.473,4.2,,,True,28,False,False
2668,T,37.0053956,-86.361539,509.3,337.3,8.5,2.474,5.05,,,True,28,False,False
2669,T,37.0054095,-86.3615457,509.8,338.9,8.3,2.475,5.43,,,True,28,False,False
2670,T,37.0054213,-86.361551,510.2,340.3,8.5,2.476,4.57,,,True,27,False,False
2671,T,37.0054342,-86.3615551,510.6,345.8,8.4,2.477,4.85,,,True,27,False,False
2672,T,37.0054449,-86.3615631,511.0,329.2,9.7,2.478,4.54,,,True,27,False,False
2673,T,37.0054588,-86.3615725,511.6,331.6,9.3,2.479,5.76,,,True,26,False,False
2674,T,37.0054695,-86.3615779,511.9,338.0,8.8,2.48,4.2,,,True,26,False,False
2675,T,37.0054824,-86.3615859,512.4,333.7,9.1,2.481,5.25,,,True,26,False,False
2676,T,37.0054931,-86.3615926,512.8,333.4,9.0,2.482,4.36,,,True,26,False,False
2677,T,37.0055017,-86.3615993,513.1,328.1,9.2,2.482,3.69,,,True,25,False,False
2678,T,37.0055102,-86.3616087,513.5,318.6,9.4,2.483,4.14,,,True,25,False,False
2679,T,37.0055209,-86.3616168,513.9,328.8,8.9,2.484,4.56,,,True,25,False,False
2680,T,37.0055316,-86.3616262,514.4,324.9,8.9,2.485,4.77,,,True,25,False,False
2681,T,37.0055423,-86.3616342,514.7,329.2,8.7,2.486,4.54,,,True,24,False,False
2682,T,37.0055541,-86.3616436,515.2,327.5,8.6,2.487,5.1,,,True,24,False,False
2683,T,37.0055648,-86.3616543,515.6,321.4,8.7,2.488,4.99,,,True,24,False,False
2684,T,37.0055723,-86.3616624,515.9,319.2,8.6,2.488,3.61,,,True,23,False,False
2685,T,37.005582,-86.3616717,516.3,322.6,8.4,2.489,4.46,,,True,23,False,False
2686,T,37.0055916,-86.3616811,516.7,322.0,8.3,2.49,4.44,,,True,23,False,False
2687,T,37.0056002,-86.3616892,517.0,323.1,8.2,2.491,3.92,,,True,23,False,False
2688,T,37.0056087,-86.3616972,517.3,323.1,8.0,2.491,3.88,,,True,22,False,False
2689,T,37.0056173,-86.361708,517.7,314.9,8.1,2.492,4.44,,,True,22,False,False
2690,T,37.0056248,-86.3617187,518.0,311.3,8.1,2.493,4.15,,,True,22,False,False
2691,T,37.0056334,-86.3617321,518.4,308.8,7.9,2.494,5.01,,,True,21,False,False
2692,T,37.005643,-86.3617442,518.8,314.8,7.7,2.495,4.97,,,True,21,False,False
2693,T,37.0056505,-86.3617576,519.1,305.0,7.6,2.496,4.77,,,True,21,False,False
2694,T,37.0056559,-86.3617696,519.4,299.4,7.3,2.497,4.02,,,True,21,False,False
2695,T,37.0056644,-86.3617804,519.8,314.6,7.4,2.497,4.42,,,True,20,False,False
2696,T,37.0056719,-86.3617938,520.1,305.0,7.2,2.498,4.77,,,True,20,False,False
2697,T,37.0056784,-86.3618126,520.5,293.4,6.9,2.5,5.98,,,True,20,False,False
2698,T,37.0056837,-86.3618273,520.8,294.3,6.8,2.5,4.71,,,True,19,False,False
2699,T,37.0056901,-86.3618434,521.2,296.5,6.6,2.501,5.25,,,True,19,False,False
2700,T,37.0056966,-86.3618595,521.5,296.8,5.7,2.502,5.26,,,True,19,False,False
2701,T,37.0057019,-86.3618769,521.7,290.9,4.3,2.503,5.44,,,True,19,False,False
2702,T,37.0057062,-86.361893,521.9,288.5,4.4,2.504,4.96,,,True,18,False,False
2703,T,37.0057116,-86.3619051,522.1,299.2,3.7,2.505,4.04,,,True,18,False,False
2704,T,37.0057169,-86.3619199,522.3,294.2,4.0,2.506,4.73,,,True,18,False,False
2705,T,37.0057191,-86.3619346,522.5,280.6,4.7,2.507,4.37,,,True,17,False,False
2706,T,37.0057233,-86.361948,522.7,291.4,4.1,2.508,4.2,,,True,17,False,False
2707,T,37.0057255,-86.3619628,522.9,280.5,4.6,2.508,4.4,,,True,17,False,False
2708,T,37.0057287,-86.3619748,523.0,288.5,4.2,2.509,3.69,,,True,17,False,False
2709,T,37.0057308,-86.3619909,523.2,279.3,4.6,2.51,4.76,,,True,16,False,False
2710,T,37.0057351,-86.3620057,523.4,290.0,4.0,2.511,4.6,,,True,16,False,False
2711,T,37.0057383,-86.3620218,523.6,284.0,4.3,2.512,4.84,,,True,16,False,False
2712,T,37.0057383,-86.3620379,523.9,270.0,5.0,2.513,4.7,,,True,15,False,False
2713,T,37.0057405,-86.3620526,524.1,280.6,4.5,2.514,4.37,,,True,15,False,False
2714,T,37.0057426,-86.3620687,524.3,279.3,4.5,2.515,4.76,,,True,15,False,False
2715,T,37.0057426,-86.3620794,524.4,270.0,5.0,2.515,3.12,,,True,15,False,False
2716,T,37.0057437,-86.3620955,524.6,274.9,4.3,2.516,4.72,,,True,14,False,False
2717,T,37.0057437,-86.362113,524.8,270.0,4.4,2.517,5.11,,,True,14,False,False
2718,T,37.0057448,-86.3621291,525.0,274.9,4.2,2.518,4.72,,,True,14,False,False
2719,T,37.0057437,-86.3621452,525.3,265.1,4.6,2.519,4.72,,,True,13,False,False
2720,T,37.0057426,-86.3621586,525.4,264.1,4.6,2.519,3.93,,,True,13,False,False
2721,T,37.0057426,-86.3621733,525.6,270.0,4.4,2.52,4.29,,,True,13,False,False
2722,T,37.0057405,-86.3621881,525.8,259.9,4.7,2.521,4.39,,,True,13,False,False
2723,T,37.0057362,-86.3622015,526.0,248.1,4.7,2.522,4.21,,,True,12,False,False
2724,T,37.005733,-86.3622136,526.2,251.7,4.7,2.523,3.72,,,True,12,False,False
2725,T,37.0057319,-86.3622256,526.4,263.5,4.6,2.523,3.53,,,True,12,False,False
2726,T,37.0057287,-86.362239,526.6,253.4,4.6,2.524,4.08,,,True,11,False,False
2727,T,37.0057266,-86.3622538,526.8,259.9,4.6,2.525,4.39,,,True,11,False,False
2728,T,37.0057244,-86.3622685,527.0,259.4,4.4,2.526,4.37,,,True,11,False,False
2729,T,37.0057212,-86.362282,527.1,253.5,4.5,2.527,4.11,,,True,11,False,False
2730,T,37.0057191,-86.362294,527.3,257.6,4.4,2.527,3.59,,,True,10,False,False
2731,T,37.0057158,-86.3623074,527.5,252.9,4.4,2.528,4.09,,,True,10,False,False
2732,T,37.0057126,-86.3623235,527.7,256.0,4.4,2.529,4.84,,,True,10,False,False
2733,T,37.0057083,-86.3623383,527.9,250.0,4.3,2.53,4.6,,,True,10,False,False
2734,T,37.0057041,-86.362353,528.1,250.3,4.2,2.531,4.56,,,True,10,False,False
2735,T,37.0056998,-86.3623664,528.3,248.1,4.1,2.531,4.21,,,True,10,False,False
2736,T,37.0056934,-86.3623812,528.5,241.6,3.9,2.532,4.91,,,True,10,False,False
2737,T,37.0056869,-86.3623959,528.6,241.0,3.3,2.533,4.9,,,True,11,False,False
2738,T,37.0056826,-86.3624107,528.8,250.0,3.6,2.534,4.6,,,True,11,False,False
2739,T,37.0056773,-86.3624241,528.9,243.7,3.5,2.535,4.36,,,True,11,False,False
2740,T,37.0056709,-86.3624389,529.1,241.6,3.3,2.536,4.91,,,True,11,False,False
2741,T,37.0056666,-86.3624509,529.2,245.8,3.5,2.537,3.84,,,True,12,False,False
2742,T,37.0056602,-86.362463,529.4,236.5,3.1,2.537,4.23,,,True,12,False,False
2743,T,37.0056548,-86.3624751,529.5,240.8,3.2,2.538,4.04,,,True,12,False,False
2744,T,37.0056473,-86.3624871,529.6,232.0,2.9,2.539,4.44,,,True,13,False,False
2745,T,37.0056387,-86.3624992,529.7,228.3,2.6,2.54,4.72,,,True,13,False,False
2746,T,37.0056291,-86.3625126,529.9,228.1,2.6,2.541,5.25,,,True,13,False,False
2747,T,37.0056205,-86.3625207,530.0,216.9,2.0,2.542,3.92,,,True,13,False,False
2748,T,37.005613,-86.3625301,530.1,225.0,2.4,2.542,3.87,,,True,14,False,False
2749,T,37.0056055,-86.3625381,530.1,220.4,2.2,2.543,3.59,,,True,14,False,False
2750,T,37.005597,-86.3625502,530.3,228.7,2.6,2.544,4.7,,,True,14,False,False
2751,T,37.0055884,-86.3625609,530.4,224.8,2.4,2.545,4.42,,,True,15,False,False
2752,T,37.0055766,-86.3625703,530.4,212.5,1.6,2.546,5.1,,,True,15,False,False
2753,T,37.0055659,-86.3625824,530.6,222.1,2.1,2.547,5.26,,,True,15,False,False
2754,T,37.0055552,-86.3625917,530.6,214.8,1.7,2.548,4.75,,,True,15,False,False
2755,T,37.0055456,-86.3626011,530.7,218.0,1.9,2.549,4.44,,,True,16,False,False
2756,T,37.0055359,-86.3626105,530.8,217.7,1.8,2.549,4.47,,,True,16,False,False
2757,T,37.0055241,-86.3626199,530.9,212.5,1.5,2.55,5.1,,,True,16,False,False
2758,T,37.0055124,-86.3626293,531.0,212.7,1.6,2.551,5.07,,,True,17,False,False
2759,T,37.0054974,-86.362636,531.0,199.6,0.6,2.552,5.8,,,True,17,False,False
2760,T,37.0054845,-86.362644,531.1,206.3,1.4,2.553,5.25,,,True,17,False,False
2761,T,37.0054738,-86.3626508,531.1,206.9,1.7,2.554,4.37,,,True,17,False,False
2762,T,37.0054631,-86.3626588,531.2,210.8,2.0,2.555,4.54,,,True,18,False,False
2763,T,37.0054524,-86.3626642,531.3,202.0,1.4,2.556,4.2,,,True,18,False,False
2764,T,37.0054427,-86.3626722,531.4,213.4,2.4,2.557,4.23,,,True,18,False,False
2765,T,37.005431,-86.3626776,531.5,200.2,1.4,2.558,4.54,,,True,19,False,False
2766,T,37.0054224,-86.3626843,531.5,211.9,2.5,2.558,3.69,,,True,19,False,False
2767,T,37.0054117,-86.3626896,531.6,201.6,2.3,2.559,4.19,,,True,19,False,False
2768,T,37.005401,-86.362695,531.8,202.0,3.0,2.56,4.2,,,True,19,False,False
2769,T,37.0053913,-86.3627017,531.9,208.9,3.4,2.561,4.04,,,True,20,False,False
2770,T,37.0053806,-86.3627057,532.0,196.6,2.5,2.561,4.07,,,True,20,False,False
2771,T,37.0053678,-86.3627057,532.1,180.0,1.1,2.562,4.66,,,True,20,False,False
2772,T,37.005356,-86.3627084,532.1,190.4,2.0,2.563,4.37,,,True,21,False,False
2773,T,37.0053421,-86.3627098,532.2,184.6,1.5,2.564,5.08,,,True,21,False,False
2774,T,37.0053292,-86.3627111,532.3,184.6,1.4,2.565,4.71,,,True,21,False,False
2775,T,37.0053185,-86.3627138,532.4,191.4,2.0,2.566,3.97,,,True,21,False,False
2776,T,37.0053067,-86.3627151,532.4,185.0,1.4,2.566,4.31,,,True,22,False,False
2777,T,37.0052928,-86.3627178,532.5,188.8,1.8,2.567,5.12,,,True,22,False,False
2778,T,37.005281,-86.3627178,532.6,180.0,1.0,2.568,4.3,,,True,22,False,False
2779,T,37.0052703,-86.3627178,532.6,180.0,1.0,2.569,3.9,,,True,23,False,False
2780,T,37.0052585,-86.3627178,532.6,180.0,1.1,2.57,4.3,,,True,23,False,False
2781,T,37.0052468,-86.3627178,532.7,180.0,1.0,2.571,4.26,,,True,23,False,False
2782,T,37.0052328,-86.3627178,532.7,180.0,1.0,2.572,5.1,,,True,23,False,False
2783,T,37.00522,-86.3627178,532.8,180.0,1.0,2.572,4.66,,,True,24,False,False
2784,T,37.0052082,-86.3627178,532.8,180.0,1.1,2.573,4.3,,,True,24,False,False
2785,T,37.0051943,-86.3627178,532.9,180.0,1.0,2.574,5.06,,,True,24,False,False
2786,T,37.0051804,-86.3627178,532.9,180.0,1.0,2.575,5.06,,,True,25,False,False
2787,T,37.0051696,-86.3627178,533.0,180.0,1.0,2.576,3.93,,,True,25,False,False
2788,T,37.0051568,-86.3627178,533.0,180.0,1.1,2.577,4.66,,,True,25,False,False
2789,T,37.0051439,-86.3627178,533.1,180.0,1.0,2.578,4.7,,,True,25,False,False
2790,T,37.0051311,-86.3627178,533.1,180.0,1.4,2.579,4.66,,,True,26,False,False
2791,T,37.0051182,-86.3627178,533.2,180.0,1.5,2.579,4.7,,,True,26,False,False
2792,T,37.0051065,-86.3627178,533.3,180.0,1.6,2.58,4.26,,,True,26,False,False
2793,T,37.0050947,-86.3627178,533.3,180.0,1.5,2.581,4.3,,,True,26,False,False
2794,T,37.0050797,-86.3627165,533.4,176.0,1.3,2.582,5.47,,,True,27,False,False
2795,T,37.0050658,-86.3627151,533.5,175.4,1.3,2.583,5.08,,,True,27,False,False
2796,T,37.0050529,-86.3627151,533.5,180.0,1.6,2.584,4.7,,,True,27,False,False
2797,T,37.0050401,-86.3627138,533.6,175.4,1.3,2.585,4.68,,,True,28,False,False
2798,T,37.0050283,-86.3627124,533.7,174.6,1.2,2.586,4.32,,,True,28,False,False
2799,T,37.0050154,-86.3627124,533.7,180.0,1.6,2.587,4.7,,,True,28,False,False
2800,T,37.0050047,-86.3627138,533.8,186.0,1.9,2.587,3.92,,,True,28,False,False
2801,T,37.0049919,-86.3627151,533.9,184.6,1.9,2.588,4.68,,,True,29,False,False
2802,T,37.0049779,-86.3627151,534.0,180.0,1.5,2.589,5.1,,,True,29,False,False
2803,T,37.0049662,-86.3627165,534.1,185.5,1.9,2.59,4.28,,,True,29,False,False
2804,T,37.0049555,-86.3627165,534.1,180.0,1.6,2.591,3.9,,,True,30,False,False
2805,T,37.0049437,-86.3627192,534.2,190.4,2.0,2.592,4.37,,,True,30,False,False
2806,T,37.0049297,-86.3627245,534.3,196.8,2.3,2.593,5.33,,,True,30,False,False
2807,T,37.0049169,-86.3627285,534.4,194.0,2.2,2.593,4.8,,,True,30,False,False
2808,T,37.0049062,-86.3627326,534.5,197.0,2.3,2.594,4.08,,,True,31,False,False
2809,T,37.0048923,-86.3627366,534.6,192.9,2.0,2.595,5.19,,,True,31,False,False
2810,T,37.0048751,-86.3627433,534.8,197.3,2.2,2.596,6.56,,,True,31,False,False
2811,T,37.0048633,-86.362746,534.9,190.4,1.9,2.597,4.37,,,True,32,False,False
2812,T,37.0048526,-86.36275,534.9,196.6,0.6,2.598,4.07,,,True,32,False,False
2813,T,37.0048409,-86.3627567,534.9,204.6,0.6,2.599,4.69,,,True,32,False,False
2814,T,37.0048291,-86.3627621,534.9,200.1,0.3,2.6,4.58,,,True,32,False,False
2815,T,37.0048162,-86.3627674,534.9,198.2,0.1,2.601,4.95,,,True,33,False,False
2816,T,37.0048034,-86.3627741,535.0,202.7,0.2,2.602,5.05,,,True,33,False,False
2817,T,37.0047937,-86.3627835,535.0,217.7,0.5,2.603,4.47,,,True,33,False,False
2818,T,37.004783,-86.3627929,535.0,215.1,0.3,2.603,4.77,,,True,34,False,False
2819,T,37.0047734,-86.3627983,535.0,204.2,-0.1,2.604,3.83,,,True,34,False,False
2820,T,37.004767,-86.362805,535.0,219.9,0.1,2.605,3.04,,,True,34,False,False
2821,T,37.0047576,-86.3628157,535.0,222.3,0.2,2.606,4.63,,,True,34,False,False
2822,T,37.0047522,-86.3628251,535.0,234.3,0.3,2.606,3.38,,,True,35,False,False
2823,T,37.0047458,-86.3628358,535.0,233.2,0.3,2.607,3.9,,,True,35,False,False
2824,T,37.0047383,-86.3628466,535.0,229.0,0.0,2.608,4.17,,,True,35,False,False
2825,T,37.0047319,-86.3628573,535.0,233.2,-0.1,2.609,3.9,,,True,36,False,False
2826,T,37.0047233,-86.3628667,535.0,221.1,-0.5,2.609,4.16,,,True,36,False,False
2827,T,37.0047169,-86.3628761,535.0,229.6,-0.4,2.61,3.6,,,True,36,False,False
2828,T,37.0047094,-86.3628854,535.0,224.7,-0.7,2.611,3.85,,,True,36,False,False
2829,T,37.0047019,-86.3628989,534.9,235.2,-0.5,2.612,4.8,,,True,37,False,False
2830,T,37.0046923,-86.3629123,534.9,228.1,-0.8,2.613,5.25,,,True,37,False,False
2831,T,37.0046848,-86.362923,534.8,228.7,-1.7,2.613,4.15,,,True,37,False,False
2832,T,37.0046773,-86.3629351,534.7,232.2,-2.3,2.614,4.47,,,True,38,False,False
2833,T,37.0046676,-86.3629458,534.6,221.4,-2.5,2.615,4.72,,,True,38,False,False
2834,T,37.0046601,-86.3629579,534.5,232.2,-2.4,2.616,4.47,,,True,38,False,False
2835,T,37.0046537,-86.3629699,534.4,236.3,-2.5,2.617,4.21,,,True,38,False,False
2836,T,37.0046451,-86.362982,534.3,228.3,-2.6,2.618,4.72,,,True,39,False,False
2837,T,37.0046366,-86.3629927,534.1,225.2,-2.8,2.619,4.4,,,True,39,False,False
2838,T,37.0046312,-86.3630035,534.0,237.9,-2.6,2.619,3.72,,,True,39,False,False
2839,T,37.0046237,-86.3630129,533.9,225.0,-3.0,2.62,3.87,,,True,40,False,False
2840,T,37.0046173,-86.3630263,533.8,239.1,-2.8,2.621,4.55,,,False,40,False,False
2841,T,37.0046087,-86.363041,533.6,233.8,-3.0,2.622,5.31,,,False,40,False,False
2842,T,37.0046012,-86.3630544,533.5,235.0,-3.0,2.623,4.77,,,False,40,False,False
2843,T,37.0045937,-86.3630652,533.3,229.0,-3.3,2.624,4.17,,,False,40,False,False
2844,T,37.0045873,-86.3630772,533.2,236.3,-3.2,2.624,4.21,,,False,40,False,False
2845,T,37.0045809,-86.3630893,533.1,236.5,-3.2,2.625,4.23,,,False,40,False,False
2846,T,37.0045745,-86.3631027,532.9,239.1,-2.9,2.626,4.55,,,False,40,False,False
2847,T,37.0045691,-86.3631148,532.8,240.8,-2.9,2.627,4.04,,,False,40,False,False
2848,T,37.0045616,-86.3631255,532.7,228.7,-3.2,2.628,4.15,,,False,40,False,False
2849,T,37.0045562,-86.3631349,532.6,234.3,-3.1,2.628,3.38,,,False,40,False,False
2850,T,37.0045487,-86.3631483,532.4,235.0,-3.1,2.629,4.77,,,False,40,False,False
2851,T,37.0045413,-86.3631631,532.3,237.9,-3.2,2.63,5.09,,,False,40,False,False
2852,T,37.0045338,-86.3631751,532.1,232.0,-3.2,2.631,4.44,,,False,40,False,False
2853,T,37.0045284,-86.3631845,532.0,234.3,-3.3,2.632,3.38,,,False,40,False,False
2854,T,37.0045198,-86.3631979,531.8,231.2,-4.3,2.633,5.01,,,False,40,False,False
2855,T,37.0045123,-86.363214,531.4,239.7,-6.9,2.634,5.44,,,False,40,False,False
2856,T,37.0045038,-86.3632247,531.2,225.2,-6.2,2.634,4.4,,,False,40,False,False
2857,T,37.0044941,-86.3632382,530.8,228.0,-6.2,2.635,5.29,,,False,40,False,False
2858,T,37.0044866,-86.3632516,530.5,235.0,-6.3,2.636,4.77,,,False,40,False,False
2859,T,37.0044759,-86.363265,530.2,225.0,-5.7,2.637,5.52,,,False,40,False,False
2860,T,37.0044674,-86.3632771,530.0,228.7,-5.7,2.638,4.7,,,True,40,False,False
2861,T,37.0044577,-86.3632891,529.7,224.7,-5.4,2.639,4.98,,,True,39,False,False
2862,T,37.0044481,-86.3632998,529.4,221.7,-5.0,2.64,4.69,,,True,38,False,False
2863,T,37.0044416,-86.3633106,529.2,233.0,-5.5,2.641,3.94,,,True,37,False,False
2864,T,37.0044331,-86.3633213,529.0,225.2,-5.0,2.642,4.4,,,True,36,False,False
2865,T,37.0044256,-86.363332,528.8,228.7,-5.1,2.642,4.15,,,True,35,False,False
2866,T,37.004417,-86.3633414,528.6,221.1,-4.5,2.643,4.16,,,True,34,False,False
2867,T,37.0044106,-86.3633522,528.4,233.4,-4.9,2.644,3.92,,,True,33,False,False
2868,T,37.0044031,-86.3633629,528.2,228.7,-4.7,2.645,4.15,,,True,32,False,False
2869,T,37.0043945,-86.3633723,528.1,221.1,-4.1,2.646,4.16,,,True,31,False,False
2870,T,37.0043838,-86.363379,527.9,206.6,-3.1,2.646,4.36,,,True,30,False,False
2871,T,37.0043752,-86.3633897,527.7,224.8,-4.0,2.647,4.42,,,True,30,False,False
2872,T,37.0043656,-86.3634004,527.6,221.7,-3.8,2.648,4.69,,,True,29,False,False
2873,T,37.004357,-86.3634098,527.4,221.1,-3.5,2.649,4.16,,,True,28,False,False
2874,T,37.0043474,-86.3634205,527.3,221.7,-3.4,2.65,4.69,,,True,27,False,False
2875,T,37.0043378,-86.3634326,527.1,225.2,-3.5,2.651,4.97,,,True,26,False,False
2876,T,37.0043281,-86.3634393,527.0,208.9,-2.4,2.651,4.04,,,True,25,False,False
2877,T,37.0043163,-86.3634487,526.9,212.5,-2.5,2.652,5.1,,,True,24,False,False
2878,T,37.0043067,-86.3634581,526.7,218.0,-2.7,2.653,4.44,,,True,23,False,False
2879,T,37.0042971,-86.3634648,526.7,209.1,-1.1,2.654,4.01,,,True,22,False,False
2880,T,37.0042853,-86.3634715,526.7,204.4,-0.4,2.655,4.72,,,True,21,False,False
2881,T,37.0042767,-86.3634782,526.6,211.9,-3.1,2.656,3.69,,,True,20,False,False
2882,T,37.004266,-86.3634836,526.5,202.0,-1.9,2.656,4.2,,,True,20,False,False
2883,T,37.0042542,-86.3634903,526.4,204.4,-2.2,2.657,4.72,,,True,20,False,False
2884,T,37.0042414,-86.3634957,526.3,198.6,-1.3,2.658,4.92,,,True,21,False,False
2885,T,37.0042285,-86.363501,526.3,198.2,-1.2,2.659,4.95,,,True,22,False,False
2886,T,37.0042167,-86.3635091,526.1,208.7,-2.6,2.66,4.9,,,True,23,False,False
2887,T,37.0042028,-86.3635131,526.1,192.9,-0.3,2.661,5.19,,,True,24,False,False
2888,T,37.0041889,-86.3635131,526.2,180.0,1.5,2.662,5.06,,,True,25,False,False
2889,T,37.0041771,-86.3635171,526.2,195.1,-0.6,2.663,4.45,,,True,26,False,False
2890,T,37.004161,-86.3635211,526.2,191.2,-0.1,2.664,5.98,,,True,26,False,False
2891,T,37.0041482,-86.3635265,526.1,198.6,-0.9,2.665,4.92,,,True,27,False,False
2892,T,37.0041353,-86.3635278,526.2,184.6,0.9,2.666,4.71,,,True,28,False,False
2893,T,37.0041225,-86.3635292,526.2,185.0,0.9,2.667,4.68,,,True,29,False,False
2894,T,37.0041096,-86.3635305,526.3,184.6,1.0,2.668,4.71,,,True,30,False,False
2895,T,37.0040979,-86.3635332,526.3,190.4,0.2,2.668,4.33,,,True,31,False,False
2896,T,37.0040839,-86.3635345,526.3,184.2,1.0,2.669,5.11,,,True,32,False,False
2897,T,37.0040732,-86.3635372,526.3,191.4,0.2,2.67,3.97,,,True,33,False,False
2898,T,37.0040582,-86.3635399,526.3,188.2,0.5,2.671,5.52,,,True,33,False,False
2899,T,37.0040475,-86.3635412,526.4,185.5,0.9,2.672,3.91,,,True,34,False,False
2900,T,37.0040379,-86.3635412,526.4,180.0,1.7,2.673,3.5,,,True,35,False,False
2901,T,37.004025,-86.3635439,526.5,189.5,0.6,2.674,4.76,,,True,36,False,False
2902,T,37.00401,-86.3635453,526.6,184.3,1.7,2.675,5.48,,,True,37,False,False
2903,T,37.0039972,-86.3635466,526.6,184.6,1.6,2.675,4.68,,,True,38,False,False
2904,T,37.0039833,-86.3635493,526.7,188.8,1.2,2.676,5.12,,,True,39,False,False
2905,T,37.0039715,-86.363552,526.8,190.4,1.1,2.677,4.37,,,True,40,False,False
2906,T,37.0039576,-86.3635547,526.8,188.8,1.3,2.678,5.12,,,False,40,False,False
2907,T,37.0039458,-86.3635573,526.9,190.0,1.2,2.679,4.36,,,False,40,False,False
2908,T,37.0039319,-86.3635587,527.0,184.6,1.9,2.68,5.08,,,False,40,False,False
2909,T,37.003919,-86.3635614,527.0,189.5,1.3,2.681,4.76,,,False,40,False,False
2910,T,37.0039051,-86.3635654,527.1,192.9,1.0,2.682,5.19,,,False,40,False,False
2911,T,37.0038933,-86.3635681,527.1,190.4,1.4,2.683,4.37,,,False,40,False,False
2912,T,37.0038794,-86.3635721,527.2,192.9,1.1,2.684,5.19,,,False,40,False,False
2913,T,37.0038622,-86.3635748,527.3,187.1,1.8,2.685,6.31,,,False,40,False,False
2914,T,37.0038494,-86.3635761,527.4,184.6,2.0,2.686,4.68,,,False,40,False,False
2915,T,37.0038365,-86.3635788,527.5,189.5,1.7,2.687,4.76,,,False,40,False,False
2916,T,37.0038248,-86.3635801,527.6,185.1,2.1,2.687,4.28,,,False,40,False,False
2917,T,37.003814,-86.3635815,527.7,185.9,2.0,2.688,3.95,,,False,40,False,False
2918,T,37.0038001,-86.3635868,527.7,196.9,1.1,2.689,5.29,,,False,40,False,False
2919,T,37.0037873,-86.3635909,527.8,194.3,1.4,2.69,4.81,,,False,40,False,False
2920,T,37.0037776,-86.3635936,527.8,192.5,1.6,2.691,3.62,,,False,40,False,False
2921,T,37.0037637,-86.3635976,527.9,192.9,1.6,2.692,5.19,,,False,40,False,False
2922,T,37.0037519,-86.3636003,528.0,190.4,1.9,2.693,4.37,,,False,40,False,False
2923,T,37.0037391,-86.3636029,528.1,189.2,2.8,2.694,4.72,,,False,40,False,False
2924,T,37.0037273,-86.363607,528.2,195.5,2.5,2.694,4.46,,,False,40,False,False
2925,T,37.0037144,-86.3636096,528.4,189.1,3.0,2.695,4.76,,,False,40,False,False
2926,T,37.0037005,-86.363615,528.5,197.2,2.5,2.696,5.3,,,False,40,False,False
2927,T,37.0036877,-86.3636177,528.7,189.6,3.2,2.697,4.73,,,False,40,False,False
2928,T,37.0036737,-86.3636244,528.8,200.9,2.5,2.698,5.46,,,False,40,False,False
2929,T,37.0036609,-86.3636284,529.0,194.0,3.1,2.699,4.8,,,False,40,False,False
2930,T,37.0036502,-86.3636338,529.1,202.0,2.6,2.7,4.2,,,False,40,False,False
2931,T,37.0036384,-86.3636405,529.2,204.4,2.5,2.701,4.72,,,False,40,False,False
2932,T,37.0036245,-86.3636445,529.4,192.9,3.4,2.702,5.19,,,False,40,False,False
2933,T,37.0036127,-86.3636512,529.5,204.4,2.8,2.703,4.72,,,False,40,False,False
2934,T,37.0036009,-86.3636552,529.6,195.1,3.5,2.704,4.45,,,False,40,False,False
2935,T,37.0035881,-86.3636619,529.8,202.7,3.1,2.704,5.05,,,False,40,False,False
2936,T,37.0035741,-86.363666,530.0,193.2,3.8,2.705,5.24,,,False,40,False,False
2937,T,37.0035581,-86.3636727,530.2,198.5,3.6,2.707,6.15,,,False,40,False,False
2938,T,37.0035452,-86.363678,530.4,198.2,3.7,2.708,4.95,,,False,40,False,False
2939,T,37.0035356,-86.3636821,530.5,198.8,3.8,2.708,3.69,,,True,40,False,False
2940,T,37.0035238,-86.3636888,530.7,204.4,3.6,2.709,4.72,,,True,39,False,False
2941,T,37.0035142,-86.3636955,530.9,209.1,3.5,2.71,4.01,,,True,38,False,False
2942,T,37.0035013,-86.3637035,531.1,206.3,3.8,2.711,5.25,,,True,37,False,False
2943,T,37.0034895,-86.3637089,531.2,200.1,4.2,2.712,4.58,,,True,36,False,False
2944,T,37.0034788,-86.3637129,531.4,196.6,4.4,2.713,4.07,,,True,35,False,False
2945,T,37.003467,-86.3637196,531.5,204.4,2.4,2.713,4.72,,,True,34,False,False
2946,T,37.0034531,-86.3637241,531.6,194.5,0.3,2.714,5.23,,,True,33,False,False
2947,T,37.0034413,-86.3637321,531.6,208.4,0.1,2.715,4.89,,,True,32,False,False
2948,T,37.0034296,-86.3637415,531.6,212.7,0.1,2.716,5.07,,,True,31,False,False
