Unnamed: 0,type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),name,desc,is_curve,speed,add_curve,remove_curve
1172,T,37.0033696,-86.3693351,523.8,241.3,0.9,1.109,4.03,,,True,18,False,False
1173,T,37.0033621,-86.3693471,523.9,232.0,0.7,1.11,4.44,,,True,19,False,False
1174,T,37.0033557,-86.3693592,523.9,236.5,0.8,1.111,4.23,,,True,20,False,False
1175,T,37.003346,-86.3693713,523.9,224.9,0.6,1.112,5.0,,,True,20,False,False
1176,T,37.0033385,-86.369382,524.0,228.7,0.7,1.113,4.15,,,True,21,False,False
1177,T,37.003331,-86.3693941,524.0,232.2,0.7,1.113,4.47,,,True,22,False,False
1178,T,37.0033235,-86.3694048,524.0,228.7,0.7,1.114,4.15,,,True,22,False,False
1179,T,37.0033139,-86.3694155,524.0,221.7,0.6,1.115,4.69,,,True,23,False,False
1180,T,37.0033053,-86.3694263,524.1,225.1,0.7,1.116,4.44,,,True,24,False,False
1181,T,37.0032957,-86.3694343,524.1,213.6,0.4,1.117,4.2,,,True,25,False,False
1182,T,37.0032871,-86.3694423,524.1,216.6,0.5,1.118,3.91,,,True,25,False,False
1183,T,37.0032818,-86.3694517,524.1,234.8,1.0,1.118,3.36,,,True,26,False,False
1184,T,37.0032732,-86.3694584,524.2,211.9,0.4,1.119,3.69,,,True,27,False,False
1185,T,37.0032646,-86.3694665,524.2,216.9,0.6,1.12,3.92,,,True,27,False,False
1186,T,37.0032539,-86.3694732,524.2,206.6,0.2,1.12,4.36,,,True,28,False,False
1187,T,37.0032411,-86.3694826,524.2,210.4,0.4,1.121,5.41,,,True,29,False,False
1188,T,37.0032314,-86.369492,524.2,217.7,0.6,1.122,4.47,,,True,30,False,False
1189,T,37.0032229,-86.3694987,524.2,212.2,0.4,1.123,3.66,,,True,30,False,False
1190,T,37.0032111,-86.369504,524.3,199.7,0.1,1.124,4.57,,,True,31,False,False
1191,T,37.0032014,-86.3695081,524.3,198.7,0.2,1.125,3.73,,,True,32,False,False
1192,T,37.0031918,-86.3695161,524.3,213.6,0.2,1.125,4.2,,,True,32,False,False
1193,T,37.0031789,-86.3695228,524.2,202.5,-1.0,1.126,5.09,,,True,33,False,False
1194,T,37.0031672,-86.3695282,524.2,200.2,-1.1,1.127,4.54,,,True,34,False,False
1195,T,37.0031554,-86.3695335,524.1,199.7,-1.2,1.128,4.57,,,True,35,False,False
1196,T,37.0031436,-86.3695389,524.1,200.1,-1.1,1.129,4.58,,,True,35,False,False
1197,T,37.0031329,-86.369547,524.0,211.2,-0.9,1.13,4.56,,,True,36,False,False
1198,T,37.0031222,-86.3695563,524.0,214.8,-0.7,1.131,4.75,,,True,37,False,False
1199,T,37.0031136,-86.369563,524.0,211.9,-1.0,1.131,3.69,,,True,37,False,False
1200,T,37.0031061,-86.3695684,523.9,209.9,-0.9,1.132,3.15,,,True,38,False,False
1201,T,37.0030954,-86.3695751,523.9,206.6,-1.2,1.133,4.36,,,True,39,False,False
1202,T,37.0030826,-86.3695805,523.8,198.6,-1.4,1.134,4.92,,,True,40,False,False
1203,T,37.0030718,-86.3695885,523.7,210.6,-1.6,1.135,4.57,,,False,40,False,False
1204,T,37.003059,-86.3695939,523.6,198.6,-2.1,1.136,4.92,,,False,40,False,False
1205,T,37.0030483,-86.3696006,523.5,206.6,-2.0,1.136,4.36,,,False,40,False,False
1206,T,37.0030354,-86.369606,523.4,198.5,-2.2,1.137,4.95,,,False,40,False,False
1207,T,37.0030226,-86.3696153,523.3,210.1,-2.1,1.138,5.39,,,False,40,False,False
1208,T,37.0030108,-86.3696221,523.2,204.7,-2.1,1.139,4.73,,,False,40,False,False
1209,T,37.002999,-86.3696274,523.1,199.7,-2.3,1.14,4.57,,,False,40,False,False
1210,T,37.0029894,-86.3696341,523.0,209.1,-2.2,1.141,4.01,,,False,40,False,False
1211,T,37.0029776,-86.3696395,522.9,200.1,-2.4,1.142,4.58,,,False,40,False,False
1212,T,37.0029647,-86.3696462,522.8,202.5,-2.3,1.143,5.09,,,False,40,False,False
1213,T,37.0029519,-86.3696516,522.7,198.6,-2.4,1.144,4.92,,,False,40,False,False
1214,T,37.002938,-86.3696569,522.5,196.9,-2.4,1.145,5.29,,,False,40,False,False
1215,T,37.0029262,-86.369665,522.4,208.7,-2.5,1.146,4.9,,,False,40,False,False
1216,T,37.0029144,-86.369673,522.3,208.4,-2.6,1.146,4.89,,,False,40,False,False
1217,T,37.0029016,-86.3696811,522.1,206.8,-3.2,1.147,5.23,,,False,40,False,False
1218,T,37.0028908,-86.3696851,522.0,196.5,-3.2,1.148,4.1,,,False,40,False,False
1219,T,37.0028791,-86.3696878,521.9,190.4,-3.1,1.149,4.33,,,False,40,False,False
1220,T,37.0028683,-86.3696931,521.7,201.4,-3.3,1.15,4.23,,,False,40,False,False
1221,T,37.0028555,-86.3696985,521.6,198.6,-3.3,1.151,4.92,,,False,40,False,False
1222,T,37.0028448,-86.3697039,521.4,202.0,-3.4,1.152,4.2,,,False,40,False,False
1223,T,37.0028341,-86.3697092,521.3,201.6,-3.4,1.152,4.19,,,False,40,False,False
1224,T,37.0028234,-86.3697173,521.1,211.2,-3.5,1.153,4.56,,,False,40,False,False
1225,T,37.0028094,-86.369724,520.9,200.9,-3.5,1.154,5.46,,,False,40,False,False
1226,T,37.0027966,-86.369732,520.7,206.5,-3.5,1.155,5.21,,,False,40,False,False
1227,T,37.0027837,-86.3697401,520.6,206.6,-3.6,1.156,5.26,,,False,40,False,False
1228,T,37.002772,-86.3697468,520.4,204.6,-3.6,1.157,4.69,,,False,40,False,False
1229,T,37.0027602,-86.3697548,520.2,208.4,-3.7,1.158,4.89,,,False,40,False,False
1230,T,37.0027473,-86.3697629,520.0,206.6,-3.7,1.159,5.26,,,False,40,False,False
1231,T,37.0027345,-86.3697709,519.8,206.5,-3.8,1.16,5.21,,,False,40,False,False
1232,T,37.0027227,-86.3697763,519.6,200.1,-3.8,1.161,4.58,,,False,40,False,False
1233,T,37.002712,-86.3697843,519.5,210.8,-3.8,1.162,4.54,,,False,40,False,False
1234,T,37.0027013,-86.3697897,519.3,202.0,-3.9,1.163,4.2,,,False,40,False,False
1235,T,37.0026916,-86.3697951,519.2,204.0,-3.9,1.163,3.87,,,False,40,False,False
1236,T,37.0026809,-86.3698031,519.0,210.8,-4.0,1.164,4.54,,,False,40,False,False
1237,T,37.0026702,-86.3698098,518.8,206.6,-4.0,1.165,4.36,,,False,40,False,False
1238,T,37.0026584,-86.3698192,518.6,212.5,-4.1,1.166,5.1,,,False,40,False,False
1239,T,37.0026499,-86.3698286,518.4,221.4,-4.2,1.167,4.14,,,False,40,False,False
1240,T,37.0026396,-86.3698396,518.2,220.5,-4.2,1.168,4.94,,,False,40,False,False
1241,T,37.0026299,-86.3698463,518.2,208.9,-1.2,1.168,4.04,,,False,40,False,False
1242,T,37.0026171,-86.3698557,518.1,210.4,-0.9,1.169,5.41,,,False,40,False,False
1243,T,37.0026107,-86.369861,518.1,213.5,-1.1,1.17,2.8,,,False,40,False,False
1244,T,37.0025989,-86.3698691,518.1,208.7,-0.1,1.171,4.9,,,False,40,False,False
1245,T,37.0025892,-86.3698785,518.1,217.7,-0.3,1.172,4.47,,,False,40,False,False
1246,T,37.0025775,-86.3698865,518.1,208.6,-0.1,1.173,4.86,,,False,40,False,False
1247,T,37.0025635,-86.3698972,518.0,211.4,-0.2,1.174,5.98,,,False,40,False,False
1248,T,37.0025507,-86.3699053,518.0,206.8,-0.2,1.175,5.23,,,False,40,False,False
1249,T,37.0025378,-86.3699147,518.0,210.2,-0.2,1.176,5.44,,,False,40,False,False
1250,T,37.0025261,-86.3699241,518.0,212.7,-0.3,1.177,5.07,,,False,40,False,False
1251,T,37.0025111,-86.3699361,518.0,212.6,-0.3,1.178,6.49,,,False,40,False,False
1252,T,37.0025004,-86.3699469,518.0,218.9,-0.5,1.179,5.01,,,False,40,False,False
1253,T,37.0024875,-86.3699589,517.9,216.6,-0.4,1.18,5.86,,,False,40,False,False
1254,T,37.0024768,-86.369967,517.9,211.2,-0.4,1.181,4.56,,,False,40,False,False
1255,T,37.0024682,-86.3699764,517.9,221.1,-0.6,1.182,4.16,,,False,40,False,False
1256,T,37.0024597,-86.3699858,517.9,221.4,-0.6,1.183,4.14,,,False,40,False,False
1257,T,37.00245,-86.3699978,517.8,224.7,-0.7,1.183,4.98,,,False,40,False,False
1258,T,37.0024404,-86.3700086,517.8,221.9,-0.6,1.184,4.71,,,False,40,False,False
1259,T,37.0024307,-86.3700179,517.8,217.4,-0.5,1.185,4.46,,,False,40,False,False
1260,T,37.0024211,-86.3700287,517.7,221.9,-0.7,1.186,4.71,,,False,40,False,False
1261,T,37.0024115,-86.3700394,517.7,221.7,-0.6,1.187,4.69,,,False,40,False,False
1262,T,37.0023965,-86.3700542,517.7,218.2,-0.6,1.188,6.96,,,False,40,False,False
1263,T,37.0023858,-86.3700649,517.6,218.6,-0.7,1.189,4.99,,,False,40,False,False
1264,T,37.002375,-86.3700743,517.6,214.8,-0.6,1.19,4.8,,,False,40,False,False
1265,T,37.0023643,-86.370085,517.6,218.6,-0.7,1.191,4.99,,,False,40,False,False
1266,T,37.0023536,-86.3700971,517.6,222.1,0.9,1.192,5.26,,,False,40,False,False
1267,T,37.002344,-86.3701105,517.7,228.1,1.4,1.193,5.25,,,False,40,False,False
1268,T,37.0023343,-86.3701212,517.8,221.4,1.9,1.194,4.72,,,False,40,False,False
1269,T,37.0023236,-86.3701346,517.9,225.0,1.7,1.195,5.52,,,False,40,False,False
1270,T,37.0023151,-86.3701467,518.0,228.7,2.3,1.196,4.7,,,False,40,False,False
1271,T,37.0023054,-86.3701588,518.1,224.9,2.7,1.197,5.0,,,False,40,False,False
1272,T,37.0022979,-86.3701682,518.2,225.0,2.7,1.198,3.87,,,False,40,False,False
1273,T,37.0022883,-86.3701789,518.4,221.7,2.9,1.198,4.69,,,False,40,False,False
1274,T,37.0022787,-86.370191,518.5,225.2,2.7,1.199,4.97,,,False,40,False,False
1275,T,37.0022701,-86.3702044,518.6,231.2,2.4,1.2,5.01,,,False,40,False,False
1276,T,37.0022604,-86.3702164,518.8,224.7,2.7,1.201,4.98,,,False,40,False,False
1277,T,37.0022519,-86.3702285,518.9,228.7,2.4,1.202,4.7,,,False,40,False,False
1278,T,37.0022454,-86.3702433,519.0,241.2,1.9,1.203,4.93,,,False,40,False,False
1279,T,37.0022358,-86.370258,519.1,230.7,2.4,1.204,5.54,,,False,40,False,False
1280,T,37.0022272,-86.3702728,519.2,234.0,2.2,1.205,5.34,,,False,40,False,False
1281,T,37.0022187,-86.3702862,519.3,231.5,2.3,1.206,4.99,,,False,40,False,False
1282,T,37.0022122,-86.3702982,519.4,235.9,2.0,1.207,4.23,,,False,40,False,False
1283,T,37.0022047,-86.3703117,519.5,235.2,2.1,1.208,4.8,,,False,40,False,False
1284,T,37.0021973,-86.3703264,519.6,237.8,1.9,1.209,5.07,,,False,40,False,False
1285,T,37.0021898,-86.3703385,519.7,232.2,2.2,1.21,4.47,,,False,40,False,False
1286,T,37.0021823,-86.3703532,519.8,237.4,1.9,1.211,5.09,,,False,40,False,False
1287,T,37.0021748,-86.370368,519.9,237.6,1.9,1.212,5.11,,,False,40,False,False
1288,T,37.0021673,-86.3703787,520.0,228.7,2.3,1.212,4.15,,,False,40,False,False
1289,T,37.0021587,-86.3703921,520.1,231.2,2.1,1.213,5.01,,,False,40,False,False
1290,T,37.0021512,-86.3704082,520.2,239.7,1.7,1.214,5.44,,,False,40,False,False
1291,T,37.0021405,-86.370423,520.3,227.8,2.7,1.215,5.82,,,False,40,False,False
1292,T,37.0021351,-86.3704364,520.5,243.2,2.6,1.216,4.38,,,False,40,False,False
1293,T,37.0021287,-86.3704511,520.6,241.4,2.6,1.217,4.88,,,False,40,False,False
1294,T,37.0021244,-86.3704632,520.7,246.0,2.3,1.218,3.86,,,False,40,False,False
1295,T,37.0021201,-86.3704779,520.8,249.9,2.1,1.219,4.57,,,False,40,False,False
1296,T,37.0021159,-86.3704914,520.9,248.7,2.1,1.22,4.23,,,False,40,False,False
1297,T,37.0021116,-86.3705075,521.0,251.5,1.9,1.221,4.96,,,False,40,False,False
1298,T,37.0021051,-86.3705262,521.1,246.5,1.9,1.222,5.95,,,False,40,False,False
1299,T,37.0021009,-86.3705423,521.2,251.9,1.7,1.223,4.94,,,False,40,False,False
1300,T,37.0020934,-86.3705584,521.3,239.7,1.9,1.224,5.44,,,False,40,False,False
1301,T,37.002088,-86.3705732,521.3,245.4,1.7,1.225,4.75,,,False,40,False,False
1302,T,37.0020827,-86.3705852,521.4,241.1,1.6,1.225,4.0,,,False,40,False,False
1303,T,37.0020762,-86.3706013,521.5,243.2,1.4,1.226,5.26,,,False,40,False,False
1304,T,37.0020709,-86.3706161,521.5,245.8,1.3,1.227,4.73,,,False,40,False,False
1305,T,37.0020634,-86.3706308,521.6,237.4,1.5,1.228,5.09,,,False,40,False,False
1306,T,37.0020569,-86.3706469,521.7,243.2,1.3,1.229,5.26,,,False,40,False,False
1307,T,37.0020516,-86.3706617,521.7,245.8,1.2,1.23,4.73,,,False,40,False,False
1308,T,37.0020462,-86.3706764,521.8,245.3,1.2,1.231,4.72,,,False,40,False,False
1309,T,37.002042,-86.3706925,521.8,251.9,1.0,1.232,4.94,,,False,40,False,False
1310,T,37.0020366,-86.37071,521.9,248.9,1.2,1.233,5.48,,,False,40,False,False
1311,T,37.0020312,-86.3707287,522.0,250.1,1.1,1.234,5.8,,,False,40,False,False
1312,T,37.002027,-86.3707421,522.0,248.6,1.1,1.235,4.2,,,False,40,False,False
1313,T,37.0020237,-86.3707569,522.1,254.4,0.9,1.236,4.49,,,False,40,False,False
1314,T,37.0020195,-86.3707703,522.1,248.6,0.9,1.236,4.2,,,False,40,False,False
1315,T,37.0020141,-86.3707864,522.1,247.2,0.9,1.237,5.1,,,False,40,False,False
1316,T,37.0020109,-86.3708012,522.2,254.9,0.7,1.238,4.48,,,False,40,False,False
1317,T,37.0020055,-86.3708172,522.2,247.1,0.7,1.239,5.07,,,False,40,False,False
1318,T,37.0019991,-86.3708333,522.2,243.5,0.6,1.24,5.25,,,False,40,False,False
1319,T,37.0019948,-86.3708468,522.3,248.3,0.5,1.241,4.24,,,False,40,False,False
1320,T,37.0019916,-86.3708615,522.3,254.8,0.4,1.242,4.45,,,False,40,False,False
1321,T,37.0019873,-86.3708749,522.3,248.1,0.4,1.243,4.21,,,False,40,False,False
1322,T,37.0019841,-86.3708897,522.3,254.9,0.4,1.244,4.48,,,False,40,False,False
1323,T,37.0019809,-86.3709044,522.3,254.8,0.3,1.244,4.45,,,False,40,False,False
1324,T,37.0019756,-86.3709192,522.3,245.8,0.2,1.245,4.73,,,False,40,False,False
1325,T,37.0019723,-86.3709326,522.3,252.9,0.1,1.246,4.09,,,False,40,False,False
1326,T,37.0019681,-86.370946,522.3,248.6,0.1,1.247,4.2,,,False,40,False,False
1327,T,37.0019627,-86.3709607,522.3,245.3,0.0,1.248,4.72,,,False,40,False,False
1328,T,37.0019573,-86.3709742,522.3,243.4,-0.4,1.249,4.41,,,False,40,False,False
1329,T,37.0019509,-86.3709889,522.2,241.4,-2.1,1.249,4.88,,,False,40,False,False
1330,T,37.0019466,-86.3710037,522.1,250.0,-2.1,1.25,4.6,,,False,40,False,False
1331,T,37.0019423,-86.3710157,522.0,245.8,-2.1,1.251,3.84,,,False,40,False,False
1332,T,37.001937,-86.3710318,521.9,247.6,-2.1,1.252,5.08,,,False,40,False,False
1333,T,37.0019306,-86.3710452,521.8,239.1,-2.0,1.253,4.55,,,False,40,False,False
1334,T,37.0019274,-86.37106,521.8,254.9,-2.1,1.254,4.48,,,False,40,False,False
1335,T,37.0019199,-86.3710761,521.6,239.7,-2.1,1.255,5.44,,,False,40,False,False
1336,T,37.0019145,-86.3710922,521.5,247.2,-2.1,1.256,5.1,,,False,40,False,False
1337,T,37.0019099,-86.3711042,521.5,244.4,-2.0,1.256,3.88,,,False,40,False,False
1338,T,37.0019035,-86.3711203,521.3,243.5,-2.1,1.257,5.25,,,False,40,False,False
1339,T,37.0018992,-86.3711337,521.3,248.1,-2.1,1.258,4.21,,,False,40,False,False
1340,T,37.0018927,-86.3711485,521.1,241.2,-2.1,1.259,4.93,,,False,40,False,False
1341,T,37.0018863,-86.3711633,521.0,241.6,-2.1,1.26,4.91,,,False,40,False,False
1342,T,37.0018799,-86.3711793,520.9,243.4,-2.1,1.261,5.22,,,False,40,False,False
1343,T,37.0018745,-86.3711901,520.9,238.0,-2.1,1.262,3.72,,,False,40,False,False
1344,T,37.001867,-86.3712048,520.8,237.4,-2.0,1.263,5.09,,,False,40,False,False
1345,T,37.0018617,-86.3712182,520.7,243.7,-2.1,1.264,4.36,,,False,40,False,False
1346,T,37.0018574,-86.371233,520.6,250.0,-2.1,1.264,4.6,,,False,40,False,False
1347,T,37.001851,-86.3712491,520.5,243.5,-2.1,1.265,5.25,,,False,40,False,False
1348,T,37.0018456,-86.3712625,520.4,243.2,-2.3,1.266,4.38,,,False,40,False,False
1349,T,37.0018403,-86.3712746,520.3,241.3,-2.4,1.267,4.03,,,False,40,False,False
1350,T,37.0018349,-86.3712933,520.1,250.1,-2.4,1.268,5.8,,,False,40,False,False
1351,T,37.0018296,-86.3713054,520.0,241.3,-2.4,1.269,4.03,,,False,40,False,False
1352,T,37.0018221,-86.3713202,519.9,237.6,-2.4,1.27,5.11,,,False,40,False,False
1353,T,37.0018146,-86.3713376,519.7,241.6,-2.5,1.271,5.77,,,False,40,False,False
1354,T,37.0018092,-86.3713523,519.6,245.3,-2.5,1.272,4.72,,,False,40,False,False
1355,T,37.0018017,-86.3713698,519.5,241.8,-2.7,1.273,5.79,,,False,40,False,False
1356,T,37.0017964,-86.3713832,519.3,243.7,-2.9,1.274,4.36,,,False,40,False,False
1357,T,37.0017889,-86.3713966,519.2,235.0,-2.8,1.275,4.77,,,False,40,False,False
1358,T,37.0017803,-86.3714127,519.1,236.2,-2.8,1.276,5.65,,,False,40,False,False
1359,T,37.0017717,-86.3714315,518.9,240.2,-2.8,1.277,6.32,,,False,40,False,False
1360,T,37.0017653,-86.3714435,518.8,236.3,-2.7,1.278,4.21,,,False,40,False,False
1361,T,37.0017589,-86.3714596,518.6,243.5,-2.8,1.279,5.25,,,False,40,False,False
1362,T,37.0017524,-86.3714717,518.5,236.1,-2.7,1.28,4.25,,,False,40,False,False
1363,T,37.001746,-86.3714865,518.4,241.6,-2.7,1.28,4.91,,,False,40,False,False
1364,T,37.0017407,-86.3715012,518.2,245.7,-2.6,1.281,4.71,,,False,40,False,False
1365,T,37.0017342,-86.3715146,518.1,238.7,-2.7,1.282,4.57,,,False,40,False,False
1366,T,37.0017278,-86.371528,518.0,239.1,-2.6,1.283,4.55,,,False,40,False,False
1367,T,37.0017214,-86.3715388,517.9,233.4,-1.7,1.284,3.92,,,False,40,False,False
1368,T,37.0017139,-86.3715522,517.9,235.0,-1.6,1.285,4.77,,,False,40,False,False
1369,T,37.0017053,-86.3715696,517.8,238.2,-1.6,1.286,5.97,,,False,40,False,False
1370,T,37.0016978,-86.3715844,517.7,237.6,-1.7,1.287,5.11,,,False,40,False,False
1371,T,37.0016871,-86.3715991,517.6,227.7,-1.8,1.288,5.8,,,False,40,False,False
1372,T,37.0016796,-86.3716152,517.5,239.7,-1.7,1.289,5.44,,,False,40,False,False
1373,T,37.001671,-86.3716313,517.4,236.2,-1.8,1.29,5.65,,,False,40,False,False
1374,T,37.0016625,-86.371642,517.3,225.2,-2.0,1.291,4.4,,,False,40,False,False
1375,T,37.0016518,-86.3716568,517.2,227.8,-2.0,1.292,5.82,,,False,40,False,False
1376,T,37.0016411,-86.3716729,517.1,230.2,-2.0,1.293,6.11,,,False,40,False,False
1377,T,37.0016303,-86.3716916,516.9,234.1,-2.0,1.294,6.73,,,False,40,False,False
1378,T,37.0016218,-86.3717037,516.8,228.7,-2.1,1.295,4.7,,,False,40,False,False
1379,T,37.0016121,-86.3717185,516.7,230.6,-2.2,1.296,5.58,,,False,40,False,False
1380,T,37.0016014,-86.3717346,516.6,230.2,-2.1,1.298,6.11,,,False,40,False,False
1381,T,37.0015907,-86.3717507,516.4,230.2,-2.3,1.299,6.11,,,False,40,False,False
1382,T,37.0015832,-86.3717627,516.3,232.0,-2.3,1.3,4.44,,,False,40,False,False
1383,T,37.0015741,-86.3717757,516.2,228.8,-2.3,1.3,5.04,,,False,40,False,False
1384,T,37.0015644,-86.3717889,516.1,227.4,-2.3,1.301,5.23,,,False,40,False,False
1385,T,37.0015537,-86.3718037,515.9,227.8,-2.4,1.303,5.82,,,False,40,False,False
1386,T,37.0015409,-86.3718171,515.8,219.9,-1.9,1.304,6.09,,,False,40,False,False
1387,T,37.0015312,-86.3718305,515.7,227.8,-1.6,1.305,5.27,,,False,40,False,False
1388,T,37.0015237,-86.3718452,515.7,237.4,-1.4,1.306,5.09,,,False,40,False,False
1389,T,37.0015173,-86.3718546,515.6,229.6,-1.5,1.306,3.6,,,False,40,False,False
1390,T,37.0015098,-86.3718667,515.5,232.2,-1.5,1.307,4.47,,,False,40,False,False
1391,T,37.0015013,-86.3718774,515.5,225.2,-1.6,1.308,4.4,,,False,40,False,False
1392,T,37.0014938,-86.3718895,515.4,232.2,-1.5,1.309,4.47,,,False,40,False,False
1393,T,37.0014841,-86.3719016,515.3,224.9,-1.6,1.31,5.0,,,False,40,False,False
1394,T,37.0014734,-86.3719136,515.2,221.8,-1.7,1.311,5.24,,,False,40,False,False
1395,T,37.0014648,-86.3719257,515.2,228.3,-1.6,1.312,4.72,,,False,40,False,False
1396,T,37.0014563,-86.3719351,515.1,221.5,-1.7,1.313,4.14,,,False,40,False,False
1397,T,37.0014488,-86.3719445,515.0,225.0,-1.7,1.313,3.87,,,False,40,False,False
1398,T,37.0014413,-86.3719539,515.0,225.0,-1.6,1.314,3.87,,,False,40,False,False
1399,T,37.0014327,-86.3719633,514.9,221.1,-1.7,1.315,4.16,,,False,40,False,False
1400,T,37.0014231,-86.371974,514.8,221.7,-1.7,1.316,4.69,,,False,40,False,False
1401,T,37.0014113,-86.371982,514.7,208.4,-1.9,1.317,4.89,,,False,40,False,False
1402,T,37.0014027,-86.3719928,514.6,225.1,-1.7,1.317,4.44,,,False,40,False,False
1403,T,37.001392,-86.3720021,514.6,214.8,-1.8,1.318,4.75,,,False,40,False,False
1404,T,37.0013813,-86.3720129,514.5,218.9,-1.8,1.319,5.01,,,False,40,False,False
1405,T,37.0013706,-86.3720223,514.4,215.1,-1.9,1.32,4.77,,,False,40,False,False
1406,T,37.001362,-86.3720317,514.3,221.1,-1.7,1.321,4.16,,,False,40,False,False
1407,T,37.0013513,-86.3720397,514.2,210.8,-1.9,1.322,4.54,,,False,40,False,False
1408,T,37.0013385,-86.3720491,514.1,210.4,-1.9,1.323,5.41,,,False,40,False,False
1409,T,37.0013277,-86.3720571,514.0,210.6,-1.9,1.324,4.57,,,False,40,False,False
1410,T,37.001316,-86.3720625,513.9,200.2,-2.0,1.325,4.54,,,False,40,False,False
1411,T,37.0013063,-86.3720705,513.9,213.4,-1.9,1.325,4.23,,,False,40,False,False
1412,T,37.0012956,-86.3720786,513.8,211.2,-1.9,1.326,4.56,,,False,40,False,False
1413,T,37.0012849,-86.3720853,513.7,206.6,-1.8,1.327,4.36,,,False,40,False,False
1414,T,37.0012721,-86.372092,513.6,202.7,-1.6,1.328,5.05,,,False,40,False,False
1415,T,37.0012571,-86.3721014,513.5,206.6,-1.6,1.329,6.11,,,False,40,False,False
1416,T,37.0012464,-86.3721081,513.5,206.6,-1.4,1.33,4.36,,,False,40,False,False
1417,T,37.0012324,-86.3721148,513.4,200.9,-1.0,1.331,5.46,,,False,40,False,False
1418,T,37.0012206,-86.3721215,513.4,204.4,-1.0,1.332,4.72,,,False,40,False,False
1419,T,37.0012089,-86.3721282,513.3,204.6,-1.0,1.333,4.69,,,False,40,False,False
1420,T,37.001196,-86.3721349,513.3,202.5,-1.0,1.334,5.09,,,False,40,False,False
1421,T,37.0011842,-86.372143,513.2,208.7,-0.8,1.335,4.9,,,False,40,False,False
1422,T,37.0011724,-86.3721456,513.2,190.0,-1.1,1.336,4.36,,,False,40,False,False
1423,T,37.0011607,-86.3721523,513.1,204.6,-0.9,1.336,4.69,,,False,40,False,False
1424,T,37.0011467,-86.3721604,513.1,204.8,-0.9,1.337,5.62,,,False,40,False,False
1425,T,37.001135,-86.3721658,513.0,200.2,-0.9,1.338,4.54,,,False,40,False,False
1426,T,37.001121,-86.3721711,513.0,196.8,-0.9,1.339,5.33,,,False,40,False,False
1427,T,37.0011103,-86.3721765,513.0,202.0,-0.9,1.34,4.2,,,False,40,False,False
1428,T,37.0010975,-86.3721805,512.9,194.0,-1.0,1.341,4.8,,,True,40,False,False
1429,T,37.0010857,-86.3721859,512.9,200.1,-0.9,1.342,4.58,,,True,39,False,False
1430,T,37.0010728,-86.3721926,512.8,202.5,-0.8,1.343,5.09,,,True,38,False,False
1431,T,37.0010578,-86.3721979,512.8,195.8,-0.9,1.344,5.68,,,True,37,False,False
1432,T,37.0010471,-86.3722033,512.7,202.0,-0.8,1.345,4.2,,,True,36,False,False
1433,T,37.0010354,-86.372206,512.7,190.4,-1.1,1.346,4.33,,,True,35,False,False
1434,T,37.0010214,-86.3722127,512.7,200.9,-0.8,1.347,5.46,,,True,34,False,False
1435,T,37.0010139,-86.372214,512.6,187.9,-1.1,1.347,2.76,,,True,33,False,False
1436,T,37.0010011,-86.3722167,512.6,189.6,-1.0,1.348,4.73,,,True,32,False,False
1437,T,37.0009882,-86.3722207,512.5,193.9,-0.9,1.349,4.84,,,True,32,False,False
1438,T,37.0009732,-86.3722234,512.5,188.2,-1.0,1.35,5.52,,,True,31,False,False
1439,T,37.0009593,-86.3722288,512.5,197.2,0.3,1.351,5.3,,,True,30,False,False
1440,T,37.0009454,-86.3722301,512.5,184.3,0.3,1.352,5.08,,,True,29,False,False
